gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),27.866649399319577,1671.9989639591747,Yes
Female,1,Yes,No,41,No,Yes,No,No,Yes,No,No,No,No,One year,No,Credit card (automatic),29.319222824404775,1202.0881358005959,Yes
Male,1,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),104.37085866609502,7201.589247960556,Yes
Male,0,Yes,Yes,64,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.790799452292923,1778.611164946747,No
Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.5986067267583,3722.338695977365,Yes
Male,1,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),112.10247406610343,7510.86576242893,No
Female,1,Yes,Yes,61,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,104.13939169783043,6352.502893567656,Yes
Male,1,Yes,Yes,61,No,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,75.00398496721091,4575.243082999866,No
Male,0,Yes,No,32,Yes,Yes,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,57.954692164073634,1854.5501492503563,Yes
Female,1,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),45.819442138880405,1557.8610327219337,Yes
Female,1,Yes,No,63,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.02054767172396,5104.29450331861,Yes
Female,0,No,No,28,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),25.32325063887447,709.0510178884851,No
Male,0,Yes,No,45,No,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.15429520384345,4461.943284172955,Yes
Male,1,Yes,No,36,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,55.50026337343007,1998.0094814434826,No
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.47058823310188,4775.588235151622,Yes
Female,0,Yes,Yes,68,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),108.55133977085046,7381.491104417832,Yes
Male,0,Yes,No,56,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.80253870463497,2788.9421674595583,Yes
Female,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,23.966698161994834,886.7678319938088,Yes
Female,1,No,Yes,52,No,No phone service,No,No,No,No,No,No,Yes,Two year,No,Mailed check,39.89848863974092,2074.7214092665276,No
Female,1,No,No,44,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),57.80395565507883,2543.3740488234685,No
Male,0,No,No,50,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6925255242018,5684.62627621009,No
Female,1,Yes,Yes,64,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.63966343920521,5352.938460109133,Yes
Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),104.35808925784855,5217.904462892428,Yes
Male,1,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),105.03257603681845,7352.280322577291,Yes
Male,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,57.842544519984735,1041.1658013597253,No
Female,0,No,Yes,67,No,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),100.63163971146429,6742.319860668107,No
Male,1,No,Yes,71,No,No phone service,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.94669852889288,7451.2155955513945,Yes
Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.41146268204487,4909.396059466333,Yes
Male,1,No,Yes,42,No,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,67.65086744408546,2841.3364326515893,Yes
Male,1,Yes,Yes,51,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),69.45433202206542,3542.170933125336,No
Male,1,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,111.97612906016442,7614.376776091181,Yes
Male,0,Yes,No,42,No,Yes,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,38.631090282129534,1622.5057918494404,No
Female,0,No,No,38,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,52.3894901342884,1990.8006251029592,Yes
Male,1,No,No,68,No,No phone service,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),54.21653056286316,3686.724078274695,Yes
Male,1,No,Yes,30,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.44240398378054,3313.2721195134163,Yes
Female,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.99397557203264,3134.801193877077,Yes
Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),33.76159428491233,1147.8942056870192,No
Male,0,Yes,No,71,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.423051037369085,2444.036623653205,No
Female,1,Yes,Yes,64,No,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.74903782334717,5871.938420694219,Yes
Female,1,Yes,No,23,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),78.90886609282674,1814.9039201350151,Yes
Male,1,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,33.93845524148587,1425.4151201424065,No
Male,0,No,Yes,20,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.12446560508495,1662.489312101699,Yes
Female,0,Yes,Yes,51,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.73976490208267,5239.728010006216,No
Female,1,No,Yes,23,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),51.27646540358268,1179.3587042824015,Yes
Female,1,No,Yes,43,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.38726737251254,4187.652497018039,No
Female,0,Yes,No,32,No,No,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,65.14119035914695,2084.5180914927023,Yes
Male,1,No,Yes,20,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,31.848279081716125,636.9655816343225,Yes
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),36.247305512770076,833.6880267937117,No
Male,1,No,Yes,38,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.6927248113547,3560.3235428314783,No
Female,0,Yes,Yes,48,No,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),51.12772991351412,2454.131035848678,Yes
Female,0,No,No,55,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.89967878464762,6099.482333155619,Yes
Male,1,No,Yes,31,No,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,72.5701330241217,2249.6741237477727,Yes
Female,0,No,Yes,59,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,61.83200188586277,3648.0881112659035,No
Male,0,Yes,Yes,63,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.66565484299089,6215.936255108426,Yes
Female,1,Yes,Yes,47,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.84541304363097,4081.7344130506553,No
Male,1,No,Yes,52,No,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.08853543049341,5360.603842385657,Yes
Female,1,No,No,61,No,Yes,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.99925640584968,7258.9546407568305,No
Female,0,Yes,Yes,55,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),99.62037648256756,5479.120706541216,No
Female,0,Yes,No,63,No,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,23.68137098288193,1491.9263719215617,No
Male,1,No,Yes,20,Yes,No phone service,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,114.10835811871635,2282.167162374327,No
Male,1,Yes,No,38,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),62.55629833451222,2377.1393367114642,No
Female,0,Yes,No,47,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.60915448587023,5245.630260835901,Yes
Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.77651853624798,4832.2615565661345,Yes
Female,1,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),41.04981672682656,1765.1421192535422,Yes
Female,1,Yes,Yes,54,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.29618490072009,5685.993984638885,No
Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,112.83187057701159,5641.593528850579,Yes
Male,0,No,Yes,30,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),118.72282655386957,3561.684796616087,No
Female,1,Yes,Yes,30,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.49911089180264,2954.973326754079,No
Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),22.650290881556803,453.00581763113604,No
Female,0,Yes,No,68,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.59642536364996,5684.556924728197,Yes
Female,1,No,Yes,28,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,116.1048781871244,3250.936589239483,Yes
Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.90332256984347,2667.099677095304,Yes
Male,1,Yes,No,32,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.095945180772,3043.070245784704,No
Male,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),47.98819320840876,1439.6457962522627,No
Female,1,Yes,No,32,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),31.1992931358776,998.3773803480832,Yes
Female,0,Yes,Yes,27,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,119.68546862925479,3231.5076529898793,Yes
Male,0,No,No,29,No,Yes,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,40.96782711693552,1188.06698639113,Yes
Male,0,No,Yes,18,No,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),43.32984996433555,779.9372993580399,Yes
Female,1,Yes,No,20,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,114.16061330191673,2283.2122660383347,Yes
Female,1,No,No,55,No,No phone service,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.59358418462068,5697.647130154138,Yes
Male,1,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.52355311416508,3629.4656776807683,Yes
Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.71373982366555,7189.961787656588,Yes
Male,0,Yes,Yes,45,No,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),46.707873305230855,2101.8542987353885,Yes
Female,0,Yes,Yes,58,No,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),96.42454043101127,5592.623344998653,Yes
Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.19540667121941,483.9081334243882,Yes
Male,0,Yes,No,55,No,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),60.24999740275666,3313.749857151616,Yes
Male,1,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),80.82690302029663,5496.229405380171,No
Female,1,No,Yes,24,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.8601294860555,2492.643107665332,No
Male,1,No,Yes,56,No,No phone service,No,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,67.55525929370376,3783.09452044741,Yes
Male,1,No,Yes,72,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.34921267311346,6505.143312464169,No
Female,0,Yes,Yes,45,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,110.33592217245217,4965.116497760348,Yes
Male,1,Yes,Yes,50,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.39052667419939,4119.52633370997,No
Female,1,Yes,No,36,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70.46551174619512,2536.7584228630244,Yes
Female,1,Yes,No,48,No,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.33388196683049,4000.0263344078635,Yes
Male,1,Yes,No,20,Yes,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,31.101305222097743,622.0261044419549,Yes
Female,1,No,No,20,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),112.18746516038412,2243.7493032076823,Yes
Male,0,No,No,61,No,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.85913965315657,4932.407518842551,No
Female,1,Yes,Yes,52,No,No,No,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.87103431874932,2853.2937845749643,Yes
Female,0,No,No,41,No,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),81.89786151301129,3357.812322033463,Yes
Female,0,No,Yes,52,No,No,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,59.3759835129934,3087.5511426756566,No
Male,1,No,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.11461734911718,5881.960102154094,Yes
Male,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,28.281684504041095,1018.1406421454794,No
Female,0,No,Yes,49,No,No phone service,No,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),50.31423617660011,2465.3975726534054,Yes
Male,1,Yes,No,54,No,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),88.79661210119312,4795.0170534644285,No
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),115.02535572838647,6901.521343703188,Yes
Male,1,No,No,30,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,36.97749953202438,1109.3249859607315,Yes
Female,0,Yes,Yes,24,No,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),70.92240261629634,1702.1376627911122,Yes
Male,1,No,No,22,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.43929051482827,955.664391326222,No
Male,1,Yes,Yes,36,No,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,21.39606912653505,770.2584885552618,Yes
Male,1,No,Yes,57,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.71365615387735,5284.678400771009,Yes
Male,1,Yes,Yes,40,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,36.86422165731892,1474.5688662927569,No
Male,1,No,No,18,No,No phone service,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.79101927831917,1688.238347009745,No
Female,1,No,Yes,24,Yes,Yes,No,Yes,No,No,No,No,No,One year,No,Credit card (automatic),24.117355746526542,578.816537916637,Yes
Male,0,Yes,Yes,23,No,No,No,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,87.97115773724367,2023.3366279566044,No
Female,0,No,Yes,46,Yes,No phone service,No,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.04597811940694,3636.1149934927193,No
Male,0,No,No,23,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.43564124633451,2103.019748665694,Yes
Male,0,No,No,31,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,94.99576418988777,2944.8686898865208,Yes
Male,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),23.333267526114806,1679.995261880266,No
Female,0,Yes,Yes,24,No,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,65.82975710836394,1579.9141706007345,No
Female,0,Yes,No,46,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Mailed check,62.03182635378297,2853.4640122740166,Yes
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.55925563947484,5239.318315810591,No
Female,0,Yes,Yes,40,No,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.2227375189232,4688.909500756928,No
Female,1,No,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),26.481782465310552,873.8988213552482,No
Male,1,No,No,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,30.782382198432046,584.8652617702089,Yes
Male,0,No,No,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.43576808304044,6520.403012650265,Yes
Female,0,No,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,23.925536929169514,1148.4257726001367,Yes
Female,0,No,Yes,57,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),65.55131588154089,3736.4250052478305,Yes
Male,1,Yes,No,41,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.42936218162511,4240.603849446629,No
Female,1,No,No,40,Yes,No phone service,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.30925640391304,3212.3702561565215,Yes
Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),58.13371197735599,1453.3427994339,Yes
Female,0,Yes,Yes,72,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,72.96450495908502,5253.444357054122,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,73.21330212652045,2123.185761669093,Yes
Male,1,No,Yes,25,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),51.35410188777533,1283.8525471943833,No
Female,0,No,No,61,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),67.53203772881079,4119.454301457458,No
Male,0,No,No,31,No,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,105.04238368198543,3256.313894141548,Yes
Male,0,No,No,57,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.40156492157664,5266.8892005298685,Yes
Male,1,No,Yes,58,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),28.965528458093477,1680.0006505694216,Yes
Male,1,No,No,20,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),52.1848558412816,1043.697116825632,Yes
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),22.731160226494488,704.6659670213292,No
Male,1,Yes,Yes,43,No,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.77083871744278,1237.1460648500395,Yes
Female,1,No,Yes,23,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),110.39762666216302,2539.1454132297495,Yes
Male,1,No,Yes,37,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.95673211172917,2995.399088133979,No
Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,30.424845716971994,2099.3143544710674,Yes
Female,0,No,No,33,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,23.621582004345647,779.5122061434064,Yes
Male,1,No,Yes,22,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,107.73781408110023,2370.231909784205,No
Female,0,Yes,Yes,30,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.03853229284344,2791.1559687853032,Yes
Female,1,No,No,66,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,27.873244383028187,1839.6341292798604,No
Female,1,No,Yes,29,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.28765222173959,3372.341914430448,Yes
Male,1,No,No,47,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),116.94664618651288,5496.4923707661055,No
Male,1,Yes,No,57,No,No,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,66.26453080504474,3777.0782558875503,No
Male,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,77.10143482409717,3777.970306380761,No
Female,1,No,No,38,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,108.62817202365466,4127.870536898877,Yes
Female,0,No,No,55,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),106.41265434153172,5852.695988784245,Yes
Female,0,No,No,25,Yes,No phone service,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,96.51477454326346,2412.869363581586,No
Male,0,Yes,Yes,28,Yes,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,36.435935407567854,1020.2061914118999,No
Male,1,No,No,60,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.82352200405262,5449.411320243157,Yes
Female,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),79.90025466894213,4794.0152801365275,Yes
Female,1,Yes,No,20,No,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.9307269019708,2358.614538039416,Yes
Male,0,Yes,No,18,No,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),77.86367850499863,1401.5462130899755,No
Male,1,Yes,No,38,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,80.71264643231027,3067.0805644277903,Yes
Male,0,Yes,No,50,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),118.48937394529804,5924.468697264902,Yes
Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.73194363935565,7534.8443929187615,No
Male,0,No,Yes,21,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.81627200745565,1823.1417121565687,Yes
Male,0,No,No,46,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,23.306050264244057,1072.0783121552265,No
Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,45.977420345526326,1149.4355086381581,No
Female,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.54135335074885,3946.5263141866935,Yes
Female,1,Yes,No,29,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,97.14403633943297,2817.177053843556,No
Female,1,No,No,29,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,53.41884177457661,1549.1464114627217,Yes
Female,0,No,Yes,36,No,No,No,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,21.710054654573717,781.5619675646539,No
Male,1,Yes,Yes,24,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,36.33151903502971,871.9564568407129,Yes
Male,0,Yes,Yes,66,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),33.65869147062621,2221.47363706133,No
Male,0,No,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,29.13270323676295,1194.440832707281,No
Male,1,Yes,Yes,66,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.54381634392934,5381.891878699336,No
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.5154486697052,3366.556152109387,No
Female,0,No,No,57,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,25.12185297705617,1431.9456196922017,No
Female,0,No,Yes,18,No,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.30786721433164,1661.5416098579694,Yes
Female,1,Yes,No,51,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.01819440643057,5916.9279147279585,Yes
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.67400197685947,4883.700098842974,No
Female,1,No,No,61,No,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.0357780854414,5492.182463211925,Yes
Male,1,Yes,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,114.45027050092165,6180.314607049769,No
Female,0,Yes,No,31,No,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.08374263517607,2637.596021690458,Yes
Male,1,Yes,No,70,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.3612017514821,6675.284122603747,No
Female,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.58585892438519,1425.090921277867,No
